timestamp,station_id,station_name,latitude,longitude,temperature,pressure,humidity
2002-05-22T06:00:00,43263099999,HASSAN,99.999,999.999,22.0,,83.11
2002-10-29T21:00:00,43263099999,HASSAN,99.999,999.999,20.4,,92.83
2002-11-12T18:00:00,43263099999,HASSAN,99.999,999.999,23.8,,
2009-02-05T03:00:00,43263099999,HASSAN,12.967,76.333,24.8,,70.63
2009-04-21T03:00:00,43263099999,HASSAN,12.967,76.333,25.2,1014.6,25.22
2015-12-09T03:00:00,43263099999,HASSAN,12.967,76.333,21.8,,79.52
2015-12-09T12:00:00,43263099999,HASSAN,12.967,76.333,30.6,,83.09
2015-12-10T03:00:00,43263099999,HASSAN,12.967,76.333,22.6,,81.64
2015-12-10T12:00:00,43263099999,HASSAN,12.967,76.333,30.0,,88.55
2015-12-11T03:00:00,43263099999,HASSAN,12.967,76.333,21.8,,87.87
2015-12-12T03:00:00,43263099999,HASSAN,12.967,76.333,21.2,,87.82
2015-12-14T03:00:00,43263099999,HASSAN,12.967,76.333,21.6,,92.89
2015-12-14T12:00:00,43263099999,HASSAN,12.967,76.333,30.2,,
2015-12-15T03:00:00,43263099999,HASSAN,12.967,76.333,20.2,,83.95
2015-12-15T12:00:00,43263099999,HASSAN,12.967,76.333,29.4,,82.47
2015-12-16T03:00:00,43263099999,HASSAN,12.967,76.333,20.6,,78.85
2015-12-18T03:00:00,43263099999,HASSAN,12.967,76.333,21.0,,89.46
2015-12-19T03:00:00,43263099999,HASSAN,12.967,76.333,21.4,,89.49
2015-12-21T03:00:00,43263099999,HASSAN,12.967,76.333,20.8,,89.45
2015-12-22T03:00:00,43263099999,HASSAN,12.967,76.333,20.2,,88.84
2015-12-23T03:00:00,43263099999,HASSAN,12.967,76.333,20.6,,88.32
2015-12-25T03:00:00,43263099999,HASSAN,12.967,76.333,21.0,,87.8
2015-12-27T03:00:00,43263099999,HASSAN,12.967,76.333,20.0,,78.76
2015-12-27T12:00:00,43263099999,HASSAN,12.967,76.333,29.8,,80.11
2015-12-28T03:00:00,43263099999,HASSAN,12.967,76.333,19.8,,80.26
2015-12-29T03:00:00,43263099999,HASSAN,12.967,76.333,18.2,,92.13
2015-12-29T12:00:00,43263099999,HASSAN,12.967,76.333,28.4,,87.9
2015-12-30T03:00:00,43263099999,HASSAN,12.967,76.333,18.0,,90.38
2015-12-30T12:00:00,43263099999,HASSAN,12.967,76.333,29.0,,86.41
2015-12-31T03:00:00,43263099999,HASSAN,12.967,76.333,27.6,,41.09
2016-01-01T03:00:00,43263099999,HASSAN,12.967,76.333,17.0,,72.88
2016-01-02T03:00:00,43263099999,HASSAN,12.967,76.333,16.8,,72.84
2016-01-02T12:00:00,43263099999,HASSAN,12.967,76.333,28.4,,86.36
2016-01-04T03:00:00,43263099999,HASSAN,12.967,76.333,15.6,,71.19
2016-01-04T12:00:00,43263099999,HASSAN,12.967,76.333,26.4,,53.16
2016-01-05T03:00:00,43263099999,HASSAN,12.967,76.333,27.0,,37.81
2016-01-06T03:00:00,43263099999,HASSAN,12.967,76.333,16.4,,69.01
2016-01-06T12:00:00,43263099999,HASSAN,12.967,76.333,26.4,,53.5
2016-01-07T03:00:00,43263099999,HASSAN,12.967,76.333,17.6,,75.41
2016-01-07T12:00:00,43263099999,HASSAN,12.967,76.333,25.8,,55.08
2016-01-09T03:00:00,43263099999,HASSAN,12.967,76.333,16.8,,72.84
2016-01-09T12:00:00,43263099999,HASSAN,12.967,76.333,28.4,,76.64
2016-01-11T03:00:00,43263099999,HASSAN,12.967,76.333,18.2,,68.91
2016-01-11T12:00:00,43263099999,HASSAN,12.967,76.333,27.0,,56.08
2016-01-12T12:00:00,43263099999,HASSAN,12.967,76.333,28.2,,53.61
2016-01-13T03:00:00,43263099999,HASSAN,12.967,76.333,26.8,,36.52
2016-01-14T03:00:00,43263099999,HASSAN,12.967,76.333,17.6,,75.41
2016-01-14T12:00:00,43263099999,HASSAN,12.967,76.333,27.4,,54.09
2016-01-15T03:00:00,43263099999,HASSAN,12.967,76.333,16.2,,76.18
2016-01-15T12:00:00,43263099999,HASSAN,12.967,76.333,25.8,,55.08
2016-01-16T03:00:00,43263099999,HASSAN,12.967,76.333,18.2,,78.0
2016-01-16T12:00:00,43263099999,HASSAN,12.967,76.333,27.0,,56.08
2016-01-17T03:00:00,43263099999,HASSAN,12.967,76.333,18.0,,81.05
2016-01-18T03:00:00,43263099999,HASSAN,12.967,76.333,19.2,,78.65
2016-01-18T12:00:00,43263099999,HASSAN,12.967,76.333,25.4,,68.15
2016-01-19T03:00:00,43263099999,HASSAN,12.967,76.333,18.6,,79.58
2016-01-20T12:00:00,43263099999,HASSAN,12.967,76.333,25.2,,70.7
2016-01-21T03:00:00,43263099999,HASSAN,12.967,76.333,17.0,,69.59
2016-01-22T03:00:00,43263099999,HASSAN,12.967,76.333,18.0,,68.42
2016-01-23T03:00:00,43263099999,HASSAN,12.967,76.333,16.8,,72.84
2016-01-23T12:00:00,43263099999,HASSAN,12.967,76.333,28.2,,83.81
2016-01-24T12:00:00,43263099999,HASSAN,12.967,76.333,29.6,,82.49
2016-01-25T03:00:00,43263099999,HASSAN,12.967,76.333,19.2,,67.77
2016-01-25T12:00:00,43263099999,HASSAN,12.967,76.333,30.2,,84.03
2016-01-26T12:00:00,43263099999,HASSAN,12.967,76.333,30.8,,83.11
2016-01-27T03:00:00,43263099999,HASSAN,12.967,76.333,19.6,,76.72
2016-01-27T12:00:00,43263099999,HASSAN,12.967,76.333,31.2,,75.26
2016-01-28T12:00:00,43263099999,HASSAN,12.967,76.333,29.8,,83.98
2016-01-29T03:00:00,43263099999,HASSAN,12.967,76.333,18.2,,79.52
2016-01-30T12:00:00,43263099999,HASSAN,12.967,76.333,31.2,,77.06
2016-01-31T03:00:00,43263099999,HASSAN,12.967,76.333,18.0,,72.11
2016-02-02T03:00:00,43263099999,HASSAN,12.967,76.333,19.8,,75.29
2016-02-03T03:00:00,43263099999,HASSAN,12.967,76.333,19.6,,76.72
2016-02-03T12:00:00,43263099999,HASSAN,12.967,76.333,30.8,,83.11
2016-02-04T03:00:00,43263099999,HASSAN,12.967,76.333,20.0,,78.76
2016-02-04T12:00:00,43263099999,HASSAN,12.967,76.333,30.6,,83.09
2016-02-08T03:00:00,43263099999,HASSAN,12.967,76.333,20.0,,78.76
2016-02-08T12:00:00,43263099999,HASSAN,12.967,76.333,30.0,,87.01
2016-02-09T12:00:00,43263099999,HASSAN,12.967,76.333,31.2,,75.26
2016-02-10T03:00:00,43263099999,HASSAN,12.967,76.333,20.6,,83.99
2016-02-11T12:00:00,43263099999,HASSAN,12.967,76.333,30.0,,87.01
2016-02-12T03:00:00,43263099999,HASSAN,12.967,76.333,20.8,,75.93
2016-02-12T12:00:00,43263099999,HASSAN,12.967,76.333,30.8,,75.2
2016-02-13T03:00:00,43263099999,HASSAN,12.967,76.333,18.6,,79.58
2016-02-13T12:00:00,43263099999,HASSAN,12.967,76.333,30.8,,79.3
2016-02-15T03:00:00,43263099999,HASSAN,12.967,76.333,20.4,,80.34
2016-02-15T12:00:00,43263099999,HASSAN,12.967,76.333,29.8,,83.98
2016-02-16T03:00:00,43263099999,HASSAN,12.967,76.333,20.8,,75.45
2016-02-16T12:00:00,43263099999,HASSAN,12.967,76.333,30.4,,84.05
2016-02-18T03:00:00,43263099999,HASSAN,12.967,76.333,20.6,,83.99
2016-02-19T12:00:00,43263099999,HASSAN,12.967,76.333,31.2,,83.65
