timestamp,station_id,station_name,latitude,longitude,temperature,pressure,humidity
1999-04-20T06:00:00,42108099999,UTTARKASHI,30.733,78.45,,1010.6,
2000-01-18T00:00:00,42108099999,UTTARKASHI,30.733,78.45,7.0,1018.1,85.3
2001-02-02T18:00:00,42108099999,UTTARKASHI,30.733,78.45,23.0,1011.6,73.92
2001-03-14T12:00:00,42108099999,UTTARKASHI,30.733,78.45,25.8,1011.4,
2001-09-14T00:00:00,42108099999,UTTARKASHI,30.733,78.45,23.0,1010.2,100.0
2001-09-23T12:00:00,42108099999,UTTARKASHI,30.733,78.45,28.0,1007.5,78.92
2001-11-01T03:00:00,42108099999,UTTARKASHI,30.733,78.45,24.5,1013.1,93.04
2002-10-25T06:00:00,42108099999,UTTARKASHI,30.733,78.45,31.5,,67.69
2019-02-01T12:00:00,42108099999,UTTARKASHI,30.733,78.45,17.4,1018.2,61.4
2023-07-12T03:00:00,42108099999,UTTARKASHI,30.733,78.45,28.4,1000.2,93.78
2023-08-05T03:00:00,42108099999,UTTARKASHI,30.733,78.45,26.4,1002.4,94.81
