STATION_ID,USAF,WBAN,STATION_NAME,CTRY,STATE,LATITUDE,LONGITUDE,ELEVATION_M,BEGIN_DATE,END_DATE
43169099999,431690,99999,RAICHUR,IN,,16.2,77.35,400.0,19440101,20250824
42672099999,426720,99999,RAISEN,IN,,23.317,77.833,440.0,19840225,20250824
42557099999,425570,99999,RAJGARH,IN,,24.0,76.717,382.0,20090205,20250824
42737099999,427370,99999,RAJKOT,IN,,22.309,70.78,134.4,19440101,20250824
42948099999,429480,99999,RAJNANDGAON,IN,,21.1,81.033,329.0,20151208,20250824
43086099999,430860,99999,RAMGUNDAM,IN,,18.767,79.433,156.0,19730101,20250824
42408099999,424080,99999,RANGIA,IN,,26.433,91.617,60.0,20151207,20250824
42661099999,426610,99999,RATLAM,IN,,23.317,75.05,486.0,19730101,20250824
43110099999,431100,99999,RATNAGIRI,IN,,16.983,73.333,67.0,19440101,20250824
42574099999,425740,99999,REWA,IN,,24.533,81.3,299.0,20090205,20250824
42176099999,421760,99999,ROHTAK,IN,,28.833,76.583,222.0,20010728,20250824
42793099999,427930,99999,ROURKELA,IN,,22.217,84.883,196.0,20170815,20250824
42182099999,421820,99999,SAFDARJUNG,IN,,28.585,77.206,214.9,19420702,20250824
42671099999,426710,99999,SAGAR,IN,,23.85,78.75,551.0,19440101,20250824
42903099999,429030,99999,SAGAR ISLAND,IN,,21.65,88.05,3.0,19440101,20250824
43325099999,433250,99999,SALEM,IN,,11.65,78.167,278.0,19440101,20250824
42883099999,428830,99999,SAMBALPUR,IN,,21.467,83.967,148.0,19440101,20250824
43158099999,431580,99999,SANGLI,IN,,16.85,74.6,549.0,19750906,20250824
43113099999,431130,99999,SATARA,IN,,17.517,74.05,612.0,20020727,20250824
42571099999,425710,99999,SATNA,IN,,24.567,80.833,317.0,19440101,20250824
42771099999,427710,99999,SEONI,IN,,22.083,79.55,619.0,19440101,20250824
42266099999,422660,99999,SHAHJAHANPUR,IN,,27.883,79.9,155.0,20090205,20250824
42708099999,427080,99999,SHANTI NIKETAN,IN,,23.65,87.7,59.0,20010913,20250824
